OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,DP04_0001E,DP04_0002E,DP04_0003E,DP04_0004E,DP04_0005E,DP04_0006E,DP04_0007E,DP04_0008E,DP04_0009E,DP04_0010E,DP04_0011E,DP04_0012E,DP04_0013E,DP04_0014E,DP04_0015E,DP04_0016E,DP04_0017E,DP04_0018E,DP04_0019E,DP04_0020E,DP04_0021E,DP04_0022E,DP04_0023E,DP04_0024E,DP04_0025E,DP04_0026E,DP04_0027E,DP04_0028E,DP04_0029E,DP04_0030E,DP04_0031E,DP04_0032E,DP04_0033E,DP04_0034E,DP04_0035E,DP04_0036E,DP04_0037E,DP04_0038E,DP04_0039E,DP04_0040E,DP04_0041E,DP04_0042E,DP04_0043E,DP04_0044E,DP04_0045E,DP04_0046E,DP04_0047E,DP04_0048E,DP04_0049E,DP04_0050E,DP04_0051E,DP04_0052E,DP04_0053E,DP04_0054E,DP04_0055E,DP04_0056E,DP04_0057E,DP04_0058E,DP04_0059E,DP04_0060E,DP04_0061E,DP04_0062E,DP04_0063E,DP04_0064E,DP04_0065E,DP04_0066E,DP04_0067E,DP04_0068E,DP04_0069E,DP04_0070E,DP04_0071E,DP04_0072E,DP04_0073E,DP04_0074E,DP04_0075E,DP04_0076E,DP04_0077E,DP04_0078E,DP04_0079E,DP04_0080E,DP04_0081E,DP04_0082E,DP04_0083E,DP04_0084E,DP04_0085E,DP04_0086E,DP04_0087E,DP04_0088E,DP04_0089E,DP04_0090E,DP04_0091E,DP04_0092E,DP04_0093E,DP04_0094E,DP04_0095E,DP04_0096E,DP04_0097E,DP04_0098E,DP04_0099E,DP04_0100E,DP04_0101E,DP04_0102E,DP04_0103E,DP04_0104E,DP04_0105E,DP04_0106E,DP04_0107E,DP04_0108E,DP04_0109E,DP04_0110E,DP04_0111E,DP04_0112E,DP04_0113E,DP04_0114E,DP04_0115E,DP04_0116E,DP04_0117E,DP04_0118E,DP04_0119E,DP04_0120E,DP04_0121E,DP04_0122E,DP04_0123E,DP04_0124E,DP04_0125E,DP04_0126E,DP04_0127E,DP04_0128E,DP04_0129E,DP04_0130E,DP04_0131E,DP04_0132E,DP04_0133E,DP04_0134E,DP04_0135E,DP04_0136E,DP04_0137E,DP04_0138E,DP04_0139E,DP04_0140E,DP04_0141E,DP04_0142E,DP04_0143E,GIS_ID,SHAPEAREA,SHAPELEN
1,11,001,001401,11001001401,14.01,Census Tract 14.01,G5020,S,788095,0,+38.9653036,-077.0706075,1457,1430,27,0,4.1,1457,734,53,11,21,11,17,610,0,0,1457,0,0,21,16,22,107,21,319,193,758,1457,137,89,292,136,39,56,122,130,456,6.1,1457,192,338,181,218,413,115,1430,805,625,2.98,2,1430,228,163,330,261,143,305,1430,316,551,475,88,1430,1016,0,361,53,0,0,0,0,0,1430,0,0,0,1430,1364,66,0,805,21,12,0,0,0,17,259,496,1106700,805,606,199,606,0,22,19,29,38,90,408,3906,199,0,0,27,25,49,98,996,606,361,96,79,14,56,0,199,117,41,10,0,0,9,22,0,625,0,13,168,341,37,66,0,1693,0,614,75,117,59,84,109,170,11,ACS_Housing_DC_CensusTract_162,0,0
2,11,001,009505,11001009505,95.05,Census Tract 95.05,G5020,S,1032228,0,+38.9618979,-077.0052019,1601,1356,245,8.4,0,1601,558,687,0,120,21,0,215,0,0,1601,227,102,0,0,0,39,184,476,296,277,1601,10,69,238,107,194,421,248,164,150,5.9,1601,10,262,340,753,218,18,1356,982,374,3.11,1.68,1356,103,213,278,152,171,439,1356,266,677,267,146,1356,1055,21,273,7,0,0,0,0,0,1356,0,0,38,1356,1324,22,10,982,21,0,0,4,53,542,351,11,448800,982,595,387,595,10,9,178,51,184,75,88,2135,387,66,18,111,85,80,27,598,595,298,104,44,31,118,0,387,216,50,39,9,47,10,16,0,374,0,14,81,153,30,87,9,1801,0,299,28,55,10,9,20,177,75,ACS_Housing_DC_CensusTract_32,0,0
3,11,001,001902,11001001902,19.02,Census Tract 19.02,G5020,S,877350,0,+38.9639299,-077.0156458,863,820,43,0,9.9,863,331,419,0,22,15,37,39,0,0,863,0,0,6,9,9,11,4,124,194,506,863,4,0,37,91,54,126,137,221,193,7.4,863,4,83,107,279,348,42,820,684,136,3.15,2.62,820,30,61,198,227,67,237,820,81,395,265,79,820,727,16,49,9,0,0,4,15,0,820,0,0,26,820,816,0,4,684,0,0,0,0,12,206,452,14,584200,684,482,202,482,0,10,36,143,100,62,131,2260,202,0,16,65,78,29,14,636,482,192,92,59,54,85,0,202,80,41,30,19,6,0,26,0,125,0,26,81,5,0,0,13,1127,11,125,21,4,22,26,4,48,11,ACS_Housing_DC_CensusTract_168,0,0
4,11,001,001901,11001001901,19.01,Census Tract 19.01,G5020,S,769306,0,+38.9646853,-077.0236327,1627,1449,178,3.1,9.5,1627,206,1106,73,74,0,105,21,42,0,1627,0,0,0,0,32,61,28,389,248,869,1627,0,11,81,127,208,287,378,288,247,6.8,1627,0,104,277,845,348,53,1449,1058,391,2.97,2.61,1449,55,319,267,222,237,349,1449,256,664,388,141,1449,1276,39,106,19,0,0,0,0,9,1449,8,0,9,1449,1449,0,0,1058,37,0,0,0,21,399,568,33,536300,1058,727,331,727,13,29,82,189,84,145,185,2301,331,0,72,90,131,19,19,604,727,375,88,80,24,160,0,331,180,52,8,18,0,12,61,0,383,42,161,70,18,19,60,13,968,8,341,47,67,28,39,52,108,50,ACS_Housing_DC_CensusTract_167,0,0
5,11,001,001100,11001001100,11,Census Tract 11,G5020,S,1676650,0,+38.9572432,-077.0776732,2254,2061,193,2.9,7.4,2254,881,474,11,0,16,45,827,0,0,2254,57,28,113,58,131,120,155,244,143,1205,2254,151,122,322,229,118,260,203,188,661,6.2,2254,169,531,336,501,343,374,2061,1384,677,2.67,1.58,2061,218,303,511,442,217,370,2061,497,891,515,158,2061,1475,0,483,55,0,0,0,21,27,2061,0,168,50,2061,2035,26,0,1384,0,10,0,0,49,50,487,788,1058000,1384,1023,361,1023,0,14,40,119,49,31,770,3857,361,0,38,16,51,41,215,1057,1023,590,155,110,77,91,0,361,198,68,43,7,0,0,45,0,664,0,21,165,354,70,0,54,1706,13,649,61,47,174,99,91,177,28,ACS_Housing_DC_CensusTract_160,0,0
6,11,001,001402,11001001402,14.02,Census Tract 14.02,G5020,S,895209,0,+38.9606051,-077.0630933,1600,1512,88,0,3,1600,636,164,0,63,0,27,710,0,0,1600,238,10,164,89,18,35,125,185,134,602,1600,306,56,145,251,72,111,185,205,269,5.1,1600,353,250,208,405,266,118,1512,829,683,2.79,1.46,1512,190,210,365,415,102,230,1512,488,518,427,79,1512,1046,0,440,26,0,0,0,0,0,1512,0,95,19,1512,1512,0,0,829,8,0,0,0,51,22,537,211,872800,829,600,229,600,0,8,26,52,42,58,414,3881,229,10,0,28,63,64,64,847,600,362,92,59,7,80,0,229,124,42,16,10,16,12,9,0,663,186,11,137,184,33,22,90,1469,20,654,168,92,48,45,39,262,29,ACS_Housing_DC_CensusTract_98,0,0
7,11,001,002001,11001002001,20.01,Census Tract 20.01,G5020,S,632723,1107,+38.9597034,-077.0351061,1118,1048,70,5.1,3.5,1118,285,69,19,65,45,248,387,0,0,1118,36,46,33,4,45,81,68,125,201,479,1118,103,70,278,245,71,14,34,85,218,3.9,1118,109,399,269,56,158,127,1048,412,636,3.03,3.38,1048,45,118,291,344,108,142,1048,290,453,222,83,1048,619,5,376,34,0,0,0,4,10,1048,17,17,35,1048,873,102,73,412,0,0,0,8,74,13,188,129,840900,412,313,99,313,0,0,56,43,49,18,147,2736,99,9,6,17,14,28,25,842,313,139,75,17,15,67,0,99,66,20,3,0,0,0,10,0,617,75,136,262,101,43,0,0,1230,19,612,61,74,40,128,39,270,24,ACS_Housing_DC_CensusTract_95,0,0
8,11,001,001301,11001001301,13.01,Census Tract 13.01,G5020,S,2855960,26550,+38.9519215,-077.0520508,2062,1919,143,0,6.2,2062,526,0,8,0,0,0,1528,0,0,2062,0,0,13,55,111,319,348,457,145,614,2062,132,167,515,498,193,9,85,52,411,3.9,2062,236,769,463,110,271,213,1919,597,1322,2.8,1.94,1919,281,226,707,361,136,208,1919,497,883,484,55,1919,1103,38,594,57,0,0,0,75,52,1919,0,21,106,1919,1874,45,0,597,0,0,0,0,0,41,88,468,1282000,597,485,112,485,0,0,17,17,58,27,366,4001,112,15,0,0,0,0,97,1456,485,175,36,86,54,134,0,112,74,10,28,0,0,0,0,0,1322,16,16,100,573,407,114,96,1962,0,1275,191,258,172,146,72,436,47,ACS_Housing_DC_CensusTract_94,0,0
9,11,001,009507,11001009507,95.07,Census Tract 95.07,G5020,S,295290,0,+38.9584945,-076.9977787,604,592,12,0,0,604,114,448,0,0,0,25,17,0,0,604,11,12,18,6,0,0,105,323,116,13,604,0,0,38,3,84,200,108,126,45,6.4,604,0,30,38,489,47,0,592,483,109,3,4.99,592,7,55,102,145,75,208,592,112,236,148,96,592,492,5,89,0,6,0,0,0,0,592,0,0,0,592,534,58,0,483,9,0,0,0,59,350,60,5,417900,483,325,158,325,0,24,44,129,52,61,15,1869,158,27,31,74,2,17,7,436,313,137,20,42,49,65,12,158,73,26,5,11,0,0,43,0,96,21,0,30,23,16,6,0,1467,13,96,0,35,6,18,0,37,13,ACS_Housing_DC_CensusTract_42,0,0
10,11,001,002002,11001002002,20.02,Census Tract 20.02,G5020,S,849376,0,+38.9525009,-077.0310824,1448,1293,155,1.8,11.5,1448,602,466,25,0,0,18,337,0,0,1448,0,0,0,4,0,15,25,122,260,1022,1448,55,12,225,97,24,150,181,333,371,7.4,1448,55,252,89,355,396,301,1293,923,370,3.62,3.7,1293,33,144,417,281,149,269,1293,156,507,407,223,1293,951,0,313,15,0,0,0,4,10,1293,0,0,57,1293,1204,64,25,923,0,28,0,17,65,160,568,85,679300,923,689,234,689,0,36,98,68,83,49,355,3047,234,8,0,40,78,34,74,785,689,380,66,52,45,146,0,234,142,22,45,0,5,0,20,0,370,0,31,176,124,8,0,31,1456,0,366,118,51,31,6,31,129,4,ACS_Housing_DC_CensusTract_174,0,0
11,11,001,002101,11001002101,21.01,Census Tract 21.01,G5020,S,600992,0,+38.9559119,-077.0241312,2222,1878,344,12.8,6.8,2222,161,947,67,22,21,417,587,0,0,2222,18,0,0,83,100,26,97,386,435,1077,2222,47,175,362,574,203,136,298,264,163,4.4,2222,47,771,376,710,269,49,1878,928,950,3.26,2.63,1878,132,260,597,468,206,215,1878,552,829,434,63,1878,1196,37,605,17,0,0,0,9,14,1878,0,0,0,1878,1806,31,41,928,37,0,0,18,76,275,483,39,535600,928,751,177,751,0,140,107,107,85,132,180,2126,177,17,30,66,15,0,49,494,751,324,94,72,86,175,0,177,83,64,16,0,0,0,14,0,915,37,250,439,152,22,15,0,1142,35,892,220,48,166,96,120,242,58,ACS_Housing_DC_CensusTract_175,0,0
12,11,001,001001,11001001001,10.01,Census Tract 10.01,G5020,S,2454383,0,+38.9489546,-077.0884650,2835,2777,58,0,0,2835,2145,221,0,60,37,0,372,0,0,2835,23,17,103,17,125,129,122,220,561,1518,2835,160,201,90,43,95,232,419,619,976,7.8,2835,235,200,172,1083,855,290,2777,2280,497,2.61,2.05,2777,217,192,586,790,422,570,2777,356,1081,1100,240,2777,2217,54,421,48,0,0,16,21,0,2777,0,0,0,2777,2760,0,17,2280,21,18,0,0,0,43,1054,1144,1001200,2280,1702,578,1702,0,0,63,75,165,75,1324,4001,578,0,20,117,118,131,192,883,1702,988,270,131,140,173,0,578,398,79,12,23,0,23,43,0,485,0,130,143,23,49,81,59,1438,12,476,33,60,95,49,66,173,21,ACS_Housing_DC_CensusTract_151,0,0
13,11,001,002600,11001002600,26,Census Tract 26,G5020,S,2112431,62622,+38.9464323,-077.0404553,993,935,58,0,6.2,993,627,91,0,0,8,11,256,0,0,993,0,0,8,5,9,22,89,207,131,522,993,56,25,102,106,21,18,41,114,510,10,993,80,123,104,196,248,242,935,631,304,2.95,2.58,935,113,106,192,186,158,180,935,158,342,310,125,935,719,10,181,6,0,0,0,8,11,935,0,0,0,935,897,0,38,631,9,5,14,0,28,0,311,264,947700,631,531,100,531,9,0,55,28,49,30,360,3753,100,3,4,16,5,37,35,917,531,308,71,35,38,79,0,100,70,11,14,0,5,0,0,0,282,9,20,114,119,0,0,20,1494,22,282,61,31,31,6,58,95,22,ACS_Housing_DC_CensusTract_100,0,0
14,11,001,002102,11001002102,21.02,Census Tract 21.02,G5020,S,725975,0,+38.9557854,-077.0142356,2231,1984,247,0,3.8,2231,258,1058,100,296,88,161,253,0,17,2231,11,34,101,32,26,133,107,145,433,1209,2231,61,117,366,305,178,155,233,445,371,6.1,2231,61,570,311,857,372,60,1984,1133,851,3.02,2.6,1984,195,253,536,385,186,429,1984,434,753,670,127,1984,1379,13,488,55,0,0,17,0,32,1984,0,16,98,1984,1868,36,80,1133,33,11,23,0,54,370,629,13,533900,1133,807,326,807,11,34,173,230,130,78,151,1896,326,68,57,89,56,11,45,473,794,489,148,29,10,118,13,316,168,27,7,29,10,15,60,10,833,78,132,366,83,24,55,95,1235,18,812,226,68,92,78,11,337,39,ACS_Housing_DC_CensusTract_12,0,0
15,11,001,009508,11001009508,95.08,Census Tract 95.08,G5020,S,933194,0,+38.9538806,-076.9984470,1799,1568,231,0,11,1799,56,679,58,11,28,296,671,0,0,1799,101,154,420,73,0,34,126,585,257,49,1799,12,134,427,271,275,210,255,143,72,4.7,1799,25,553,411,672,125,13,1568,602,966,3.09,1.95,1568,187,212,456,263,165,285,1568,606,552,339,71,1568,1000,17,551,0,0,0,0,0,0,1568,0,21,115,1568,1543,13,12,602,0,0,0,0,40,408,133,21,427600,602,414,188,414,0,52,48,143,103,27,41,1924,188,10,60,72,27,0,19,444,414,202,41,32,47,92,0,188,114,17,19,0,0,11,27,0,921,169,162,99,169,288,25,9,1590,45,821,27,78,303,51,60,302,145,ACS_Housing_DC_CensusTract_43,0,0
16,11,001,001200,11001001200,12,Census Tract 12,G5020,S,1218245,0,+38.9462264,-077.0705239,2549,2468,81,0,6.8,2549,628,430,0,14,0,68,1409,0,0,2549,0,0,0,25,53,171,241,600,355,1104,2549,190,118,492,313,371,199,188,221,457,4.9,2549,210,763,391,769,356,60,2468,1356,1112,2.28,2.02,2468,191,551,548,465,429,284,2468,532,1449,455,32,2468,1428,9,788,129,0,0,0,37,77,2468,0,0,0,2468,2436,0,32,1356,0,0,0,0,0,277,592,487,873300,1356,1095,261,1095,0,0,12,178,110,110,685,3547,261,0,0,0,43,108,110,976,1095,561,246,59,67,162,0,261,171,33,17,13,0,0,27,0,1092,0,13,184,591,130,129,45,1795,20,1065,135,219,257,22,64,368,47,ACS_Housing_DC_CensusTract_161,0,0
17,11,001,009503,11001009503,95.03,Census Tract 95.03,G5020,S,1423608,0,+38.9434458,-076.9845276,1268,1118,150,0,10.4,1268,653,578,0,0,37,0,0,0,0,1268,0,0,37,40,22,37,10,292,435,395,1268,0,0,3,24,117,327,268,250,279,7.1,1268,0,37,56,882,240,53,1118,945,173,2.64,2.97,1118,48,25,279,265,186,315,1118,18,486,470,144,1118,922,3,152,41,0,0,0,0,0,1118,27,8,56,1118,1118,0,0,945,20,12,6,0,37,261,600,9,575200,945,659,286,659,0,16,61,126,176,144,136,2359,286,9,89,88,51,20,29,487,659,280,173,93,19,94,0,286,241,21,0,10,7,0,7,0,144,0,37,13,9,81,1,3,2080,29,144,78,0,24,27,1,14,29,ACS_Housing_DC_CensusTract_30,0,0
18,11,001,009501,11001009501,95.01,Census Tract 95.01,G5020,S,1590019,0,+38.9418428,-077.0029522,1991,1898,93,0,3.6,1991,26,392,106,102,299,811,255,0,0,1991,0,38,0,124,206,237,177,654,411,144,1991,123,169,505,620,189,132,107,107,39,3.8,1991,134,790,624,364,32,47,1898,348,1550,3.09,2.61,1898,157,303,691,456,101,190,1898,640,926,288,44,1898,1117,19,698,12,0,0,19,11,22,1898,0,0,49,1898,1654,84,160,348,10,0,0,11,10,263,50,4,384100,348,239,109,239,0,10,57,35,96,41,0,2091,109,12,52,33,0,12,0,357,239,84,23,15,6,111,0,109,86,11,0,0,0,0,12,0,1550,119,310,612,346,151,0,12,1253,0,1441,153,124,175,175,95,719,109,ACS_Housing_DC_CensusTract_29,0,0
19,11,001,009509,11001009509,95.09,Census Tract 95.09,G5020,S,648848,0,+38.9492140,-076.9950319,1313,1288,25,0,0,1313,236,1077,0,0,0,0,0,0,0,1313,0,57,48,0,0,30,67,410,595,106,1313,0,0,0,82,145,393,437,137,119,6.6,1313,0,0,244,960,109,0,1288,1145,143,2.61,2.97,1288,39,77,329,219,79,545,1288,272,565,385,66,1288,1021,11,256,0,0,0,0,0,0,1288,0,0,8,1288,1281,7,0,1145,31,0,20,0,29,776,251,38,441100,1145,838,307,838,0,98,155,188,259,60,78,1954,307,13,133,132,0,29,0,410,830,385,162,93,47,143,8,307,164,57,39,9,21,0,17,0,107,0,0,0,36,27,44,0,2324,36,107,10,17,0,10,0,70,36,ACS_Housing_DC_CensusTract_44,0,0
20,11,001,002202,11001002202,22.02,Census Tract 22.02,G5020,S,693961,566,+38.9479653,-077.0118821,1490,1224,266,2,12.6,1490,0,574,42,452,106,198,118,0,0,1490,0,0,0,0,0,109,67,96,289,929,1490,60,31,398,292,124,136,123,147,179,4.4,1490,60,542,296,363,187,42,1224,591,633,3.03,2.41,1224,43,271,425,250,112,123,1224,372,518,276,58,1224,696,28,445,55,0,0,0,0,0,1224,0,0,40,1224,1173,12,39,591,34,0,0,9,28,161,340,19,564500,591,451,140,451,0,24,22,96,67,70,172,2618,140,9,0,56,39,0,36,683,451,223,43,49,22,114,0,140,57,30,0,36,17,0,0,0,633,50,92,313,137,0,10,31,1227,0,633,77,94,73,59,32,298,0,ACS_Housing_DC_CensusTract_14,0,0
21,11,001,002201,11001002201,22.01,Census Tract 22.01,G5020,S,415173,0,+38.9491337,-077.0232932,1143,992,151,5.9,0,1143,19,987,26,33,0,28,50,0,0,1143,0,0,7,13,16,18,0,135,181,773,1143,13,9,82,32,134,159,178,211,325,7.3,1143,13,72,62,554,380,62,992,884,108,3.36,2.6,992,44,123,122,269,204,230,992,124,452,301,115,992,764,4,217,7,0,0,0,0,0,992,43,0,2,992,970,9,13,884,8,9,0,0,9,186,620,52,618300,884,681,203,681,0,42,110,74,126,183,146,2454,203,22,51,87,43,0,0,492,681,303,119,66,32,161,0,203,63,46,64,12,8,0,10,0,86,59,4,0,0,0,18,5,433,22,86,9,0,18,43,12,4,22,ACS_Housing_DC_CensusTract_13,0,0
22,11,001,000901,11001000901,9.01,Census Tract 9.01,G5020,S,2952810,75151,+38.9384363,-077.1004240,1649,1552,97,0,8,1649,1380,30,9,21,0,0,209,0,0,1649,16,0,182,156,115,57,163,308,361,291,1649,49,148,23,40,0,76,126,193,994,10,1649,49,168,68,240,454,670,1552,1252,300,2.85,2.15,1552,149,159,315,364,288,277,1552,188,286,792,286,1552,1219,31,285,0,0,0,8,0,9,1552,0,120,0,1552,1552,0,0,1252,9,0,0,8,8,22,116,1089,1555800,1252,942,310,942,9,0,8,54,23,71,777,4001,310,0,9,20,0,16,265,1501,942,538,138,43,38,185,0,310,176,87,10,0,0,12,25,0,260,0,86,12,66,11,0,85,1742,40,260,116,0,31,0,25,88,40,ACS_Housing_DC_CensusTract_89,0,0
23,11,001,001302,11001001302,13.02,Census Tract 13.02,G5020,S,1593506,14706,+38.9420430,-077.0556067,5216,4919,297,0,3.5,5216,248,86,54,45,283,80,4420,0,0,5216,82,18,149,281,550,726,1238,824,357,991,5216,736,721,1720,1079,534,81,71,0,274,3.2,5216,1134,2312,1234,318,184,34,4919,1590,3329,1.44,1.47,4919,1059,1130,1022,569,594,545,4919,1336,3010,529,44,4919,2236,138,2132,116,0,0,0,60,237,4919,0,51,111,4919,4740,21,158,1590,0,0,0,0,189,556,519,326,524100,1590,943,647,943,20,76,188,257,239,71,92,1920,647,53,73,29,0,100,392,1148,943,295,200,139,23,286,0,647,420,40,110,29,0,0,48,0,3228,0,55,223,1445,946,310,249,1962,101,3181,595,402,448,323,243,1170,148,ACS_Housing_DC_CensusTract_7,0,0
24,11,001,002501,11001002501,25.01,Census Tract 25.01,G5020,S,543460,0,+38.9446515,-077.0317348,1071,1007,64,0,0,1071,81,504,15,32,39,90,310,0,0,1071,0,0,16,139,39,12,39,58,90,678,1071,100,61,232,60,51,66,188,127,186,6,1071,107,299,108,229,254,74,1007,501,506,3.8,2.59,1007,34,160,352,239,79,143,1007,368,331,255,53,1007,457,30,465,28,0,0,0,0,27,1007,0,0,8,1007,925,36,46,501,0,0,0,0,0,36,437,28,690800,501,409,92,409,0,0,34,23,49,124,179,2897,92,6,0,62,13,0,11,551,409,226,54,18,26,85,0,92,77,15,0,0,0,0,0,0,506,183,105,135,44,39,0,0,,0,506,67,74,111,92,25,137,0,ACS_Housing_DC_CensusTract_34,0,0
25,11,001,002301,11001002301,23.01,Census Tract 23.01,G5020,S,412613,0,+38.9425896,-077.0165738,1202,1151,51,0,0,1202,52,934,18,38,22,74,64,0,0,1202,0,14,0,11,19,10,30,41,205,872,1202,0,14,69,130,38,222,253,283,193,7,1202,32,53,205,592,238,82,1151,914,237,3.29,2.5,1151,116,80,317,287,123,228,1151,181,594,252,124,1151,948,9,187,0,0,0,7,0,0,1151,0,0,8,1151,1114,37,0,914,0,10,0,0,0,185,678,41,632300,914,750,164,750,0,27,30,106,228,34,325,2465,164,0,45,72,19,19,9,473,750,398,144,137,19,52,0,164,97,42,15,0,10,0,0,0,220,46,14,88,30,0,8,34,1298,17,220,44,27,38,26,33,52,17,ACS_Housing_DC_CensusTract_15,0,0
26,11,001,009400,11001009400,94,Census Tract 94,G5020,S,1582882,0,+38.9368061,-076.9742464,1832,1654,178,0.7,0,1832,1347,262,0,18,53,44,108,0,0,1832,0,0,0,41,29,76,79,133,352,1122,1832,38,0,61,192,147,293,451,276,374,6.9,1832,51,98,240,887,455,101,1654,1361,293,3.15,2.6,1654,105,140,325,345,313,426,1654,205,614,655,180,1654,1390,8,216,30,0,0,0,0,10,1654,0,34,60,1654,1571,71,12,1361,29,0,0,0,41,509,753,29,540000,1361,994,367,994,9,19,102,207,210,163,284,2381,367,32,16,139,163,7,10,577,994,484,160,68,36,246,0,343,214,61,0,0,32,10,26,24,253,10,39,150,0,24,0,30,1215,40,253,8,20,56,0,23,146,40,ACS_Housing_DC_CensusTract_28,0,0
27,11,001,001600,11001001600,16,Census Tract 16,G5020,S,2665663,35624,+38.9849725,-077.0382324,1636,1521,115,0,5.1,1636,1435,91,0,73,0,13,24,0,0,1636,54,0,49,26,2,13,133,360,216,783,1636,0,0,31,70,56,154,135,297,893,10,1636,0,89,15,577,664,291,1521,1373,148,3.23,3.14,1521,57,87,340,369,208,460,1521,52,521,597,351,1521,1270,0,234,17,0,0,0,0,0,1521,0,9,6,1521,1508,13,0,1373,0,8,16,0,11,64,915,359,859300,1373,1051,322,1051,0,6,65,35,85,159,701,3528,322,0,10,35,54,70,153,960,1051,560,135,69,100,187,0,313,124,76,14,33,8,0,58,9,114,0,16,35,0,13,34,16,2231,34,114,0,57,6,10,9,32,34,ACS_Housing_DC_CensusTract_79,0,0
28,11,001,001500,11001001500,15,Census Tract 15,G5020,S,4686643,12091,+38.9741576,-077.0558797,2137,2084,53,0,0,2137,2011,61,0,0,0,0,65,0,0,2137,0,0,0,33,71,24,27,450,418,1114,2137,16,18,0,14,85,99,263,372,1270,10,2137,16,32,73,668,896,452,2084,1892,192,2.76,3.55,2084,119,193,372,542,325,533,2084,14,784,1001,285,2084,1866,0,201,17,0,0,0,0,0,2084,0,0,0,2084,2084,0,0,1892,0,0,0,18,18,54,845,957,1004500,1892,1317,575,1317,0,0,45,52,144,77,999,4001,575,0,13,80,120,81,281,982,1298,601,198,197,69,233,19,575,388,66,45,30,16,30,0,0,176,0,0,17,0,30,0,129,3501,16,176,26,0,50,16,0,84,16,ACS_Housing_DC_CensusTract_6,0,0
29,11,001,010300,11001010300,103,Census Tract 103,G5020,S,1084591,0,+38.9761556,-077.0271875,1378,1308,70,2.3,3.8,1378,419,260,7,73,7,185,427,0,0,1378,22,15,6,45,152,27,204,198,198,511,1378,111,73,90,322,176,157,155,132,162,5,1378,129,176,443,431,159,40,1308,618,690,3.02,3.08,1308,50,382,292,281,125,178,1308,244,604,354,106,1308,867,0,435,0,0,0,0,6,0,1308,7,7,52,1308,1186,57,65,618,8,0,16,0,36,241,317,0,508200,618,478,140,478,0,5,26,124,102,125,96,2412,140,8,37,53,35,0,7,513,478,220,64,36,50,108,0,140,62,52,9,0,8,0,9,0,682,21,62,273,175,124,6,21,1472,8,667,143,120,88,53,11,252,23,ACS_Housing_DC_CensusTract_165,0,0
30,11,001,001702,11001001702,17.02,Census Tract 17.02,G5020,S,939292,0,+38.9717231,-077.0160682,1616,1540,76,0,0,1616,545,336,9,16,67,103,540,0,0,1616,137,34,156,33,28,45,111,143,229,700,1616,28,134,261,249,210,155,211,104,264,5.1,1616,41,463,406,426,177,103,1540,904,636,2.44,1.92,1540,109,427,357,301,72,274,1540,281,952,234,73,1540,902,8,541,8,0,0,0,34,47,1540,0,0,31,1540,1491,27,22,904,41,0,0,23,105,359,350,26,466100,904,657,247,657,0,30,74,209,115,86,143,2067,247,7,58,117,35,30,0,527,648,360,45,70,43,130,9,247,155,36,7,39,0,10,0,0,630,12,24,175,167,148,49,55,1811,6,630,118,114,81,103,125,89,6,ACS_Housing_DC_CensusTract_164,0,0
31,11,001,001803,11001001803,18.03,Census Tract 18.03,G5020,S,1136289,31934,+38.9672267,-077.0419399,1739,1592,147,0,6,1739,136,103,35,82,65,318,1000,0,0,1739,0,18,0,7,28,112,218,368,577,411,1739,91,132,456,695,196,14,48,40,67,3.8,1739,117,790,607,117,72,36,1592,221,1371,2.06,2.75,1592,144,221,532,414,94,187,1592,541,666,339,46,1592,1006,29,483,11,0,0,0,11,52,1592,0,0,71,1592,1374,135,83,221,7,11,18,14,0,44,120,7,572400,221,119,102,119,15,3,0,33,0,24,44,2677,102,29,8,27,10,6,22,467,119,21,44,7,9,38,0,102,42,0,10,0,17,0,33,0,1371,45,207,854,218,47,0,0,1285,0,1346,159,137,123,195,193,539,25,ACS_Housing_DC_CensusTract_119,0,0
32,11,001,001804,11001001804,18.04,Census Tract 18.04,G5020,S,601755,0,+38.9670945,-077.0304334,2264,2126,138,0,0,2264,382,195,76,263,93,499,756,0,0,2264,0,0,14,0,57,0,362,672,692,467,2264,182,21,695,505,190,178,224,53,216,4,2264,182,906,546,320,243,67,2126,583,1543,2.65,2.8,2126,97,260,674,520,272,303,2126,696,1076,228,126,2126,1489,11,448,114,0,0,0,64,0,2126,0,0,69,2126,1851,202,73,583,14,18,0,0,26,133,392,0,601700,583,414,169,414,14,60,42,33,75,92,98,2387,169,26,39,20,22,27,35,598,414,112,64,19,0,219,0,149,95,0,14,0,0,0,40,20,1496,129,371,861,135,0,0,0,1142,47,1450,162,85,67,254,123,759,93,ACS_Housing_DC_CensusTract_166,0,0
